farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days,note
Wind Farm C,36.csv,36,turb_36,normal_behavior,,RAI_COMPAT_IF,care_2d,55448,52560,2888,0,82,,0.9737,,2,False,826,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,RAI_COMPAT_IF,care_2d,53416,51120,2296,0,18,,0.9939,,5,False,656,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,RAI_COMPAT_IF,care_2d,54865,52128,2737,0,53,,0.9793,,2,False,66,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,54.csv,54,turb_54,normal_behavior,,RAI_COMPAT_IF,care_2d,55585,52560,3025,0,1164,,0.6231,,40,False,10,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,RAI_COMPAT_IF,care_2d,55153,52560,2593,0,126,,0.9509,,1,False,436,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,50.csv,50,turb_50,normal_behavior,,RAI_COMPAT_IF,care_2d,55153,51696,3457,0,382,,0.888,,0,False,90,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,RAI_COMPAT_IF,care_2d,54433,52560,1873,0,173,,0.9074,,1,False,144,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,46.csv,46,turb_46,normal_behavior,,RAI_COMPAT_IF,care_2d,55133,52560,2573,0,121,,0.953,,1,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,RAI_COMPAT_IF,care_2d,55918,52560,3358,0,326,,0.9033,,3,False,4,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,61.csv,61,turb_61,normal_behavior,,RAI_COMPAT_IF,care_2d,55585,52560,3025,0,495,,0.8328,,3,False,53,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,RAI_COMPAT_IF,care_2d,55873,52560,3313,0,401,,0.8891,,38,False,34,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,RAI_COMPAT_IF,care_2d,56161,52560,3601,0,113,,0.9816,,25,False,38,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,RAI_COMPAT_IF,care_2d,55666,51408,4258,0,519,,0.8785,,3,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,RAI_COMPAT_IF,care_2d,54433,52560,1873,0,51,,0.9725,,0,False,193,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,RAI_COMPAT_IF,care_2d,55297,52560,2737,0,57,,0.9789,,0,False,192,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,RAI_COMPAT_IF,care_2d,55441,52560,2881,0,197,,0.9664,,59,False,76,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,RAI_COMPAT_IF,care_2d,55009,52560,2449,0,47,,0.9804,,0,False,196,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,RAI_COMPAT_IF,care_2d,55009,52560,2449,0,71,,0.9711,,1,False,506,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,RAI_COMPAT_IF,care_2d,54577,51840,2737,0,492,,0.8202,,5,False,89,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,59.csv,59,turb_59,normal_behavior,,RAI_COMPAT_IF,care_2d,54865,52128,2737,0,404,,0.8513,,0,False,108,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,RAI_COMPAT_IF,care_2d,54865,52560,2305,0,143,,0.9374,,0,False,22,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,80.csv,80,turb_80,normal_behavior,,RAI_COMPAT_IF,care_2d,54913,52560,2353,0,65,,0.9734,,2,False,208,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,RAI_COMPAT_IF,care_2d,53713,51264,2449,0,319,,0.8715,,7,False,885,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,29.csv,29,turb_29,normal_behavior,,RAI_COMPAT_IF,care_2d,54865,52560,2305,0,418,,0.8177,,1,False,290,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,RAI_COMPAT_IF,care_2d,53569,51408,2161,0,40,,0.9821,,1,False,2,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,20.csv,20,turb_20,normal_behavior,,RAI_COMPAT_IF,care_2d,54001,51408,2593,0,19,,0.9924,,0,False,550,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,RAI_COMPAT_IF,care_2d,54433,51984,2449,0,843,,0.6709,,54,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,RAI_COMPAT_IF,care_common,54802,52560,2242,0,99,,0.9603,,5,False,33,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,RAI_COMPAT_IF,care_common,52417,50832,1585,0,364,,0.77,,3,False,34,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,RAI_COMPAT_IF,care_common,54865,52560,2305,0,177,,0.9207,,2,False,87,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,62.csv,62,turb_62,normal_behavior,,RAI_COMPAT_IF,care_common,53448,52416,1032,0,39,,0.9639,,1,False,41,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,RAI_COMPAT_IF,care_common,55448,52560,2888,0,92,,0.9726,,6,False,193,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,RAI_COMPAT_IF,care_common,53416,51120,2296,0,34,,0.9953,,9,False,27,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,RAI_COMPAT_IF,care_common,54865,52128,2737,0,83,,0.9763,,5,False,66,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,54.csv,54,turb_54,normal_behavior,,RAI_COMPAT_IF,care_common,55585,52560,3025,0,936,,0.7005,,42,False,18,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,RAI_COMPAT_IF,care_common,55153,52560,2593,0,126,,0.9584,,6,False,78,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,50.csv,50,turb_50,normal_behavior,,RAI_COMPAT_IF,care_common,55153,51696,3457,0,384,,0.8915,,5,False,90,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,RAI_COMPAT_IF,care_common,54433,52560,1873,0,180,,0.9085,,6,False,159,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,46.csv,46,turb_46,normal_behavior,,RAI_COMPAT_IF,care_common,55133,52560,2573,0,109,,0.9608,,4,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,RAI_COMPAT_IF,care_common,55918,52560,3358,0,290,,0.9178,,7,False,26,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,61.csv,61,turb_61,normal_behavior,,RAI_COMPAT_IF,care_common,55585,52560,3025,0,520,,0.8267,,3,False,37,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,RAI_COMPAT_IF,care_common,55873,52560,3313,0,499,,0.8622,,40,False,34,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,RAI_COMPAT_IF,care_common,56161,52560,3601,0,186,,0.9646,,25,False,34,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,RAI_COMPAT_IF,care_common,55666,51408,4258,0,502,,0.8847,,5,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,RAI_COMPAT_IF,care_common,54433,52560,1873,0,31,,0.9855,,2,False,56,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,RAI_COMPAT_IF,care_common,55297,52560,2737,0,53,,0.9826,,2,False,10,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,RAI_COMPAT_IF,care_common,55441,52560,2881,0,260,,0.9573,,75,True,27,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,RAI_COMPAT_IF,care_common,55009,52560,2449,0,49,,0.985,,4,False,174,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,RAI_COMPAT_IF,care_common,55009,52560,2449,0,40,,0.988,,4,False,31,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,RAI_COMPAT_IF,care_common,54577,51840,2737,0,448,,0.8379,,5,False,89,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,59.csv,59,turb_59,normal_behavior,,RAI_COMPAT_IF,care_common,54865,52128,2737,0,372,,0.8656,,4,False,110,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,RAI_COMPAT_IF,care_common,54865,52560,2305,0,80,,0.9681,,4,False,28,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,80.csv,80,turb_80,normal_behavior,,RAI_COMPAT_IF,care_common,54913,52560,2353,0,48,,0.9837,,6,False,64,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,RAI_COMPAT_IF,care_common,53713,51264,2449,0,308,,0.8794,,8,False,231,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,29.csv,29,turb_29,normal_behavior,,RAI_COMPAT_IF,care_common,54865,52560,2305,0,446,,0.8067,,2,False,37,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,RAI_COMPAT_IF,care_common,53569,51408,2161,0,72,,0.9689,,2,False,3,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,20.csv,20,turb_20,normal_behavior,,RAI_COMPAT_IF,care_common,54001,51408,2593,0,22,,0.9912,,0,False,550,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,RAI_COMPAT_IF,care_common,54433,51984,2449,0,716,,0.7252,,58,False,7,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54802,52560,2242,0,170,,0.9337,,20,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,52417,50832,1585,0,149,,0.9199,,24,False,119,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54865,52560,2305,0,255,,0.9098,,48,False,81,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,62.csv,62,turb_62,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,53448,52416,1032,0,5,,0.999,,2,False,506,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55448,52560,2888,0,423,,0.8627,,23,False,19,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,53416,51120,2296,0,109,,0.9725,,27,False,27,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54865,52128,2737,0,254,,0.9411,,18,False,25,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,54.csv,54,turb_54,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55585,52560,3025,0,444,,0.8705,,55,False,242,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55153,52560,2593,0,214,,0.9293,,23,False,76,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,50.csv,50,turb_50,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55153,51696,3457,0,203,,0.9531,,39,False,123,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54433,52560,1873,0,585,,0.6977,,27,False,124,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,46.csv,46,turb_46,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55133,52560,2573,0,166,,0.9424,,19,False,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55918,52560,3358,0,222,,0.9416,,18,False,7,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,61.csv,61,turb_61,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55585,52560,3025,0,198,,0.9469,,32,False,37,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55873,52560,3313,0,175,,0.966,,55,False,203,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,56161,52560,3601,0,355,,0.9183,,31,False,45,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55666,51408,4258,0,515,,0.8931,,66,False,9,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54433,52560,1873,0,20,,0.9973,,15,False,56,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55297,52560,2737,0,31,,0.9967,,9,False,34,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55441,52560,2881,0,504,,0.9068,,224,True,24,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55009,52560,2449,0,91,,0.9792,,35,False,13,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,55009,52560,2449,0,602,,0.7607,,19,False,31,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54577,51840,2737,0,253,,0.9158,,21,False,74,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,59.csv,59,turb_59,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54865,52128,2737,0,474,,0.8328,,19,False,27,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54865,52560,2305,0,90,,0.9672,,11,False,37,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,80.csv,80,turb_80,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54913,52560,2353,0,70,,0.9798,,22,False,23,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,53713,51264,2449,0,131,,0.955,,16,False,231,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,29.csv,29,turb_29,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54865,52560,2305,0,248,,0.897,,6,False,1,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,53569,51408,2161,0,130,,0.9557,,32,False,5,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,20.csv,20,turb_20,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54001,51408,2593,0,88,,0.9743,,12,False,1,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,RAI_COMPAT_IF,care_native_semantic,54433,51984,2449,0,321,,0.8935,,63,False,212,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,RAI_CHAMPION,care_common,54802,52560,2242,0,2,,0.9995,,1,False,1228,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,RAI_CHAMPION,care_common,52417,50832,1585,0,80,,0.952,,3,False,120,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,RAI_CHAMPION,care_common,54865,52560,2305,0,104,,1.0,,98,True,2157,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,RAI_CHAMPION,care_common,55448,52560,2888,0,36,,0.9874,,0,False,1898,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,RAI_CHAMPION,care_common,53416,51120,2296,0,57,,0.9991,,40,False,495,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,RAI_CHAMPION,care_common,54865,52128,2737,0,250,,1.0,,206,True,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,RAI_CHAMPION,care_common,55153,52560,2593,0,2,,1.0,,2,False,1414,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,RAI_CHAMPION,care_common,54433,52560,1873,0,6,,0.9995,,4,False,614,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,RAI_CHAMPION,care_common,55918,52560,3358,0,21,,0.9943,,1,False,2148,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,RAI_CHAMPION,care_common,55873,52560,3313,0,36,,1.0,,36,False,3053,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,RAI_CHAMPION,care_common,56161,52560,3601,0,91,,1.0,,91,True,3179,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,RAI_CHAMPION,care_common,55666,51408,4258,0,48,,0.9902,,3,False,11,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,RAI_CHAMPION,care_common,54433,52560,1873,0,2,,1.0,,2,False,57,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,RAI_CHAMPION,care_common,55297,52560,2737,0,8,,1.0,,8,False,698,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,RAI_CHAMPION,care_common,55441,52560,2881,0,248,,0.9984,,182,True,26,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,RAI_CHAMPION,care_common,55009,52560,2449,0,13,,0.9996,,7,False,1481,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,32.csv,32,turb_32,normal_behavior,,RAI_CHAMPION,care_common,55009,52560,2449,0,2,,0.9996,,1,False,1150,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,89.csv,89,turb_89,normal_behavior,,RAI_CHAMPION,care_common,54577,51840,2737,0,7,,0.9993,,5,False,316,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,63.csv,63,turb_63,normal_behavior,,RAI_CHAMPION,care_common,54865,52560,2305,0,2,,1.0,,2,False,1283,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,37.csv,37,turb_37,normal_behavior,,RAI_CHAMPION,care_common,53713,51264,2449,0,9,,0.9963,,0,False,2095,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,1.csv,1,turb_1,normal_behavior,,RAI_CHAMPION,care_common,53569,51408,2161,0,2,,0.9995,,1,False,6,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,60.csv,60,turb_60,normal_behavior,,RAI_CHAMPION,care_common,54433,51984,2449,0,215,,0.9335,,48,False,369,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,8.csv,8,turb_8,normal_behavior,,RAI_CHAMPION,care_native_semantic,54802,52560,2242,0,2,,0.9995,,1,False,1228,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,85.csv,85,turb_85,normal_behavior,,RAI_CHAMPION,care_native_semantic,52417,50832,1585,0,80,,0.952,,3,False,120,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,6.csv,6,turb_6,normal_behavior,,RAI_CHAMPION,care_native_semantic,54865,52560,2305,0,104,,1.0,,98,True,2157,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,36.csv,36,turb_36,normal_behavior,,RAI_CHAMPION,care_native_semantic,55448,52560,2888,0,36,,0.9874,,0,False,1898,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,56.csv,56,turb_56,normal_behavior,,RAI_CHAMPION,care_native_semantic,53416,51120,2296,0,57,,0.9991,,40,False,495,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,94.csv,94,turb_94,normal_behavior,,RAI_CHAMPION,care_native_semantic,54865,52128,2737,0,250,,1.0,,206,True,0,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,43.csv,43,turb_43,normal_behavior,,RAI_CHAMPION,care_native_semantic,55153,52560,2593,0,2,,1.0,,2,False,1414,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,64.csv,64,turb_64,normal_behavior,,RAI_CHAMPION,care_native_semantic,54433,52560,1873,0,6,,0.9995,,4,False,614,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,65.csv,65,turb_65,normal_behavior,,RAI_CHAMPION,care_native_semantic,55918,52560,3358,0,21,,0.9943,,1,False,2148,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,93.csv,93,turb_93,normal_behavior,,RAI_CHAMPION,care_native_semantic,55873,52560,3313,0,36,,1.0,,36,False,3053,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,75.csv,75,turb_75,normal_behavior,,RAI_CHAMPION,care_native_semantic,56161,52560,3601,0,91,,1.0,,91,True,3179,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,41.csv,41,turb_41,normal_behavior,,RAI_CHAMPION,care_native_semantic,55666,51408,4258,0,48,,0.9902,,3,False,11,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,58.csv,58,turb_58,normal_behavior,,RAI_CHAMPION,care_native_semantic,54433,52560,1873,0,2,,1.0,,2,False,57,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,48.csv,48,turb_48,normal_behavior,,RAI_CHAMPION,care_native_semantic,55297,52560,2737,0,8,,1.0,,8,False,698,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,88.csv,88,turb_88,normal_behavior,,RAI_CHAMPION,care_native_semantic,55441,52560,2881,0,248,,0.9984,,182,True,26,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
Wind Farm C,57.csv,57,turb_57,normal_behavior,,RAI_CHAMPION,care_native_semantic,55009,52560,2449,0,13,,0.9996,,7,False,1481,False,,Dataset-level alarm incidence: >= 1 anomalous timestamp observed during normal operation
