farm,sensor_name,statistic_type,description,unit,is_angle,is_counter,raw_column_matches,resolved_semantic_category,rai_currently_uses,exclusion_reason
Wind Farm C,sensor_103,"maximum,std_dev,average,minimum",Position rotor blade axis 1,deg,True,False,"sensor_103_avg, sensor_103_max, sensor_103_min, sensor_103_std",pitch,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_104,"average,maximum,std_dev,minimum",Position rotor blade axis 2,deg,True,False,"sensor_104_avg, sensor_104_max, sensor_104_min, sensor_104_std",pitch,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_105,"average,maximum,std_dev,minimum",Position rotor blade axis 3,deg,True,False,"sensor_105_avg, sensor_105_max, sensor_105_min, sensor_105_std",pitch,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_106,"average,maximum,minimum,std_dev",RM position bypass valve gearbox radiator,%,False,False,"sensor_106_avg, sensor_106_max, sensor_106_min, sensor_106_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_107,"average,maximum,minimum,std_dev",Internal consumption,kW,False,False,"sensor_107_avg, sensor_107_max, sensor_107_min, sensor_107_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_108,"average,maximum,minimum,std_dev",Internal consumption power L1,kW,False,False,"sensor_108_avg, sensor_108_max, sensor_108_min, sensor_108_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_109,"average,maximum,minimum,std_dev",Pressure difference aeration 1st filter stage 1,Pa,False,False,"sensor_109_avg, sensor_109_max, sensor_109_min, sensor_109_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_110,"average,maximum,minimum,std_dev",Pressure difference aeration 1st filter stage 2,Pa,False,False,"sensor_110_avg, sensor_110_max, sensor_110_min, sensor_110_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_111,"average,maximum,minimum,std_dev",Pressure difference aeration 2nd filter stage A 1,Pa,False,False,"sensor_111_avg, sensor_111_max, sensor_111_min, sensor_111_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_112,"average,maximum,minimum,std_dev",Pressure difference aeration 2nd filter stage A 2,Pa,False,False,"sensor_112_avg, sensor_112_max, sensor_112_min, sensor_112_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_113,"average,maximum,minimum,std_dev",Pressure difference aeration 2nd filter stage B 1,Pa,False,False,"sensor_113_avg, sensor_113_max, sensor_113_min, sensor_113_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_114,"average,maximum,minimum,std_dev",Pressure difference aeration 2nd filter stage B 2,Pa,False,False,"sensor_114_avg, sensor_114_max, sensor_114_min, sensor_114_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_115,"average,maximum,minimum,std_dev",Pressure difference spinner 1,Pa,False,False,"sensor_115_avg, sensor_115_max, sensor_115_min, sensor_115_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_116,"average,maximum,minimum,std_dev",Pressure difference spinner 2,Pa,False,False,"sensor_116_avg, sensor_116_max, sensor_116_min, sensor_116_std",pressure,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_117,"average,minimum,std_dev,maximum",Gearbox oil pressure input 1,bar,False,False,"sensor_117_avg, sensor_117_max, sensor_117_min, sensor_117_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_118,"average,maximum,std_dev,minimum",Gearbox oil pressure input 2,bar,False,False,"sensor_118_avg, sensor_118_max, sensor_118_min, sensor_118_std",gearbox,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,reactive_power_119,"maximum,minimum,std_dev,average",ABB-LS Reactive Power,kvar,False,False,"reactive_power_119_avg, reactive_power_119_max, reactive_power_119_min, reactive_power_119_std",reactive_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,reactive_power_120,"average,std_dev,maximum,minimum",Reactive power converter,kvar,False,False,"reactive_power_120_avg, reactive_power_120_max, reactive_power_120_min, reactive_power_120_std",reactive_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,reactive_power_121,"maximum,std_dev,average,minimum",Reactive power GS converter,kvar,False,False,"reactive_power_121_avg, reactive_power_121_max, reactive_power_121_min, reactive_power_121_std",reactive_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,reactive_power_122,"maximum,std_dev,average,minimum",Reactive power HV grid,kvar,False,False,"reactive_power_122_avg, reactive_power_122_max, reactive_power_122_min, reactive_power_122_std",reactive_power,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_123,"maximum,average,std_dev,minimum",Relative wind direction 1+2,deg,True,False,"sensor_123_avg, sensor_123_max, sensor_123_min, sensor_123_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_124,"average,std_dev,minimum,maximum",Relative wind direction Yaw,deg,True,False,"sensor_124_avg, sensor_124_max, sensor_124_min, sensor_124_std",yaw,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_125,"average,minimum,std_dev,maximum",Relative wind direction 1,deg,True,False,"sensor_125_avg, sensor_125_max, sensor_125_min, sensor_125_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_126,"average,std_dev,minimum,maximum",Relative wind direction 2,deg,True,False,"sensor_126_avg, sensor_126_max, sensor_126_min, sensor_126_std",angles,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_127,"average,maximum,minimum,std_dev",RMS current phase 1 HV grid,A,False,False,"sensor_127_avg, sensor_127_max, sensor_127_min, sensor_127_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_128,"average,maximum,minimum,std_dev",RMS current phase 2 HV grid,A,False,False,"sensor_128_avg, sensor_128_max, sensor_128_min, sensor_128_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_129,"average,maximum,std_dev,minimum",RMS current phase 3 HV grid,A,False,False,"sensor_129_avg, sensor_129_max, sensor_129_min, sensor_129_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_130,"average,maximum,std_dev,minimum",Generator RMS current L1,A,False,False,"sensor_130_avg, sensor_130_max, sensor_130_min, sensor_130_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_131,"average,maximum,minimum,std_dev",Generator RMS current L2,A,False,False,"sensor_131_avg, sensor_131_max, sensor_131_min, sensor_131_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_132,"maximum,minimum,std_dev,average",Generator RMS current L3,A,False,False,"sensor_132_avg, sensor_132_max, sensor_132_min, sensor_132_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_133,"average,maximum,minimum,std_dev",RMS line to line current axis 1,A,False,False,"sensor_133_avg, sensor_133_max, sensor_133_min, sensor_133_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_134,"average,maximum,minimum,std_dev",RMS line to line current axis 2,A,False,False,"sensor_134_avg, sensor_134_max, sensor_134_min, sensor_134_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_135,"maximum,average,minimum,std_dev",RMS line to line current axis 3,A,False,False,"sensor_135_avg, sensor_135_max, sensor_135_min, sensor_135_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_136,"average,minimum,maximum,std_dev",Generator RMS voltage L1-L2,V,False,False,"sensor_136_avg, sensor_136_max, sensor_136_min, sensor_136_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_137,"average,maximum,std_dev,minimum",Generator RMS voltage L2-L3,V,False,False,"sensor_137_avg, sensor_137_max, sensor_137_min, sensor_137_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_138,"average,maximum,minimum,std_dev",Generator RMS voltage L3-L1,V,False,False,"sensor_138_avg, sensor_138_max, sensor_138_min, sensor_138_std",generator,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_139,"maximum,std_dev,minimum,average",RMS voltage phase 1 HV grid,V,False,False,"sensor_139_avg, sensor_139_max, sensor_139_min, sensor_139_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_140,"average,maximum,minimum,std_dev",RMS voltage phase 2 HV grid,V,False,False,"sensor_140_avg, sensor_140_max, sensor_140_min, sensor_140_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_141,"average,maximum,minimum,std_dev",RMS voltage phase 3 HV grid,V,False,False,"sensor_141_avg, sensor_141_max, sensor_141_min, sensor_141_std",electrical,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_142,"average,maximum,minimum,std_dev",Rotational speed aerator A,Hz,False,False,"sensor_142_avg, sensor_142_max, sensor_142_min, sensor_142_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_143,"average,maximum,minimum,std_dev",Rotational speed aerator B,Hz,False,False,"sensor_143_avg, sensor_143_max, sensor_143_min, sensor_143_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_144,"average,maximum,minimum,std_dev",Rotor speed 1,1/min,False,False,"sensor_144_avg, sensor_144_max, sensor_144_min, sensor_144_std",rotor_speed,True,
Wind Farm C,sensor_145,"average,maximum,minimum,std_dev",Rotor speed 2,1/min,False,False,"sensor_145_avg, sensor_145_max, sensor_145_min, sensor_145_std",rotor_speed,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_146,"minimum,std_dev,maximum,average",Rotor speed gearbox main shaft 1,1/min,False,False,"sensor_146_avg, sensor_146_max, sensor_146_min, sensor_146_std",rotor_speed,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_147,"maximum,minimum,std_dev,average",Rotor speed gearbox main shaft 2,1/min,False,False,"sensor_147_avg, sensor_147_max, sensor_147_min, sensor_147_std",rotor_speed,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_148,"maximum,minimum,std_dev,average",RPM motor axis 1,1/min,False,False,"sensor_148_avg, sensor_148_max, sensor_148_min, sensor_148_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_149,"maximum,minimum,std_dev,average",RPM motor axis 2,1/min,False,False,"sensor_149_avg, sensor_149_max, sensor_149_min, sensor_149_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_150,"minimum,std_dev,maximum,average",RPM motor axis 3,1/min,False,False,"sensor_150_avg, sensor_150_max, sensor_150_min, sensor_150_std",other_sensor,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_151,"maximum,minimum,std_dev,average",Temperature 1 planetary bearing A1,Celsius,False,False,"sensor_151_avg, sensor_151_max, sensor_151_min, sensor_151_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_152,"average,maximum,minimum,std_dev",Temperature 1 planetary bearing A2,Celsius,False,False,"sensor_152_avg, sensor_152_max, sensor_152_min, sensor_152_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_153,"average,maximum,minimum,std_dev",Temperature 1 planetary bearing B1,Celsius,False,False,"sensor_153_avg, sensor_153_max, sensor_153_min, sensor_153_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_154,"average,maximum,std_dev,minimum",Temperature 1 planetary bearing B2,Celsius,False,False,"sensor_154_avg, sensor_154_max, sensor_154_min, sensor_154_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_155,"maximum,minimum,std_dev,average",Temperature 1 planetary bearing C1,Celsius,False,False,"sensor_155_avg, sensor_155_max, sensor_155_min, sensor_155_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_156,"average,maximum,minimum,std_dev",Temperature 1 planetary bearing C2,Celsius,False,False,"sensor_156_avg, sensor_156_max, sensor_156_min, sensor_156_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_157,"average,maximum,minimum,std_dev",Temperature 1 planetary bearing D1,Celsius,False,False,"sensor_157_avg, sensor_157_max, sensor_157_min, sensor_157_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_158,"average,minimum,std_dev,maximum",Temperature 1 planetary bearing D2,Celsius,False,False,"sensor_158_avg, sensor_158_max, sensor_158_min, sensor_158_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_159,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing A1,Celsius,False,False,"sensor_159_avg, sensor_159_max, sensor_159_min, sensor_159_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_160,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing A2,Celsius,False,False,"sensor_160_avg, sensor_160_max, sensor_160_min, sensor_160_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_161,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing B1,Celsius,False,False,"sensor_161_avg, sensor_161_max, sensor_161_min, sensor_161_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_162,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing B2,Celsius,False,False,"sensor_162_avg, sensor_162_max, sensor_162_min, sensor_162_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_163,"maximum,minimum,average,std_dev",Temperature 2 planetary bearing C1,Celsius,False,False,"sensor_163_avg, sensor_163_max, sensor_163_min, sensor_163_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_164,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing C2,Celsius,False,False,"sensor_164_avg, sensor_164_max, sensor_164_min, sensor_164_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_165,"average,maximum,std_dev,minimum",Temperature 2 planetary bearing D1,Celsius,False,False,"sensor_165_avg, sensor_165_max, sensor_165_min, sensor_165_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_166,"average,maximum,minimum,std_dev",Temperature 2 planetary bearing D2,Celsius,False,False,"sensor_166_avg, sensor_166_max, sensor_166_min, sensor_166_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_167,"average,std_dev,minimum,maximum",Air temp. transformer container,Celsius,False,False,"sensor_167_avg, sensor_167_max, sensor_167_min, sensor_167_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_168,"maximum,std_dev,minimum,average",Temperature of axial bearing 1,Celsius,False,False,"sensor_168_avg, sensor_168_max, sensor_168_min, sensor_168_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_169,"average,maximum,minimum,std_dev",Temperature of axial bearing 2,Celsius,False,False,"sensor_169_avg, sensor_169_max, sensor_169_min, sensor_169_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_170,"average,maximum,std_dev,minimum",Control box temperature,Celsius,False,False,"sensor_170_avg, sensor_170_max, sensor_170_min, sensor_170_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_171,"average,maximum,std_dev,minimum",Temperature converter room,Celsius,False,False,"sensor_171_avg, sensor_171_max, sensor_171_min, sensor_171_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_172,"average,maximum,std_dev,minimum",Converter cabinet temperature,Celsius,False,False,"sensor_172_avg, sensor_172_max, sensor_172_min, sensor_172_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_173,"maximum,average,std_dev,minimum",Generator temperature 1 cooling air inlet,Celsius,False,False,"sensor_173_avg, sensor_173_max, sensor_173_min, sensor_173_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_174,"minimum,std_dev,average,maximum",Generator temperature 2 cooling air inlet,Celsius,False,False,"sensor_174_avg, sensor_174_max, sensor_174_min, sensor_174_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_175,"average,minimum,std_dev,maximum",Axis 3 cooling element temperature,Celsius,False,False,"sensor_175_avg, sensor_175_max, sensor_175_min, sensor_175_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_176,"average,maximum,minimum,std_dev",Temperature cooling air exit,Celsius,False,False,"sensor_176_avg, sensor_176_max, sensor_176_min, sensor_176_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_177,"average,maximum,minimum,std_dev",Outside temperature,Celsius,False,False,"sensor_177_avg, sensor_177_max, sensor_177_min, sensor_177_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_178,"average,maximum,minimum,std_dev",Hydraulic oil tank temperature 1,Celsius,False,False,"sensor_178_avg, sensor_178_max, sensor_178_min, sensor_178_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_179,"average,maximum,minimum,std_dev",Hydraulic oil tank temperature 2,Celsius,False,False,"sensor_179_avg, sensor_179_max, sensor_179_min, sensor_179_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_180,"average,maximum,std_dev,minimum",Axis1 Motor temperature KTY84,Celsius,False,False,"sensor_180_avg, sensor_180_max, sensor_180_min, sensor_180_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_181,"average,maximum,std_dev,minimum",Axis2 Motor temperature KTY84,Celsius,False,False,"sensor_181_avg, sensor_181_max, sensor_181_min, sensor_181_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_182,"std_dev,average,minimum,maximum",Axis3 Motor temperature KTY84,Celsius,False,False,"sensor_182_avg, sensor_182_max, sensor_182_min, sensor_182_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_183,"average,minimum,std_dev,maximum",Axis 1 Motor temperature PT100,Celsius,False,False,"sensor_183_avg, sensor_183_max, sensor_183_min, sensor_183_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_184,"minimum,std_dev,average,maximum",Axis 2 Motor temperature PT100,Celsius,False,False,"sensor_184_avg, sensor_184_max, sensor_184_min, sensor_184_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_185,"minimum,std_dev,average,maximum",Axis 3 Motor temperature PT100,Celsius,False,False,"sensor_185_avg, sensor_185_max, sensor_185_min, sensor_185_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_186,"maximum,minimum,std_dev,average",Gearbox oil temperature 1 ,Celsius,False,False,"sensor_186_avg, sensor_186_max, sensor_186_min, sensor_186_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_187,"average,maximum,minimum,std_dev",Gearbox oil temperature 2,Celsius,False,False,"sensor_187_avg, sensor_187_max, sensor_187_min, sensor_187_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_188,"average,maximum,minimum,std_dev",Oil temperature EB transformer,Celsius,False,False,"sensor_188_avg, sensor_188_max, sensor_188_min, sensor_188_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_189,"average,maximum,minimum,std_dev",Gearbox oil inlet temperature 1,Celsius,False,False,"sensor_189_avg, sensor_189_max, sensor_189_min, sensor_189_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_190,"average,maximum,minimum,std_dev",Gearbox oil inlet temperature 2,Celsius,False,False,"sensor_190_avg, sensor_190_max, sensor_190_min, sensor_190_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_191,"maximum,minimum,average,std_dev",Oil temperature 1 main transformer,Celsius,False,False,"sensor_191_avg, sensor_191_max, sensor_191_min, sensor_191_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_192,"minimum,maximum,average,std_dev",Oil temperature 2 main transformer,Celsius,False,False,"sensor_192_avg, sensor_192_max, sensor_192_min, sensor_192_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_193,"maximum,minimum,std_dev,average",Temperature platform TBC200,Celsius,False,False,"sensor_193_avg, sensor_193_max, sensor_193_min, sensor_193_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_194,"maximum,minimum,std_dev,average",Axis 1 Rotor bearing inner ring temperature,Celsius,False,False,"sensor_194_avg, sensor_194_max, sensor_194_min, sensor_194_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_195,"maximum,minimum,std_dev,average",Axis 2 Rotor bearing inner ring temperature,Celsius,False,False,"sensor_195_avg, sensor_195_max, sensor_195_min, sensor_195_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_196,"maximum,minimum,std_dev,average",Rotor bearing temperature 1,Celsius,False,False,"sensor_196_avg, sensor_196_max, sensor_196_min, sensor_196_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_197,"maximum,minimum,std_dev,average",Rotor bearing temperature 2,Celsius,False,False,"sensor_197_avg, sensor_197_max, sensor_197_min, sensor_197_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_198,"maximum,minimum,std_dev,average",Rotor bearing temperature 3,Celsius,False,False,"sensor_198_avg, sensor_198_max, sensor_198_min, sensor_198_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_199,"maximum,minimum,std_dev,average",Temperature of stator winding U1,Celsius,False,False,"sensor_199_avg, sensor_199_max, sensor_199_min, sensor_199_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_200,"maximum,minimum,average,std_dev",Temperature of stator winding U2,Celsius,False,False,"sensor_200_avg, sensor_200_max, sensor_200_min, sensor_200_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_201,"maximum,minimum,average,std_dev",Temperature of stator winding V1,Celsius,False,False,"sensor_201_avg, sensor_201_max, sensor_201_min, sensor_201_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
Wind Farm C,sensor_202,"average,maximum,minimum,std_dev",Temperature of stator winding V2,Celsius,False,False,"sensor_202_avg, sensor_202_max, sensor_202_min, sensor_202_std",temperature,False,Excluded from narrow CARE_2D/CARE_COMMON baselines; available in CARE_NATIVE_SEMANTIC
