farm,turbine,dataset,condition,model,label,description,detected,first_alarm_ts,first_alarm_care_id,lead_time_days,maximum_criticality,alarm_count,coverage_fbeta,earliness,accuracy
Wind Farm C,CARE-WT-35,58,target_specific,zscore_threshold,normal_behavior,,False,2023-10-19 18:00:00+00:00,53480.0,0.0,0,1,,,0.9995
Wind Farm C,CARE-WT-35,48,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-35,31,cross_turbine,zscore_threshold,anomaly_event,Communication and Pitchfailure - slip ring and Beckhoff card,False,2023-01-17 14:30:00+00:00,52935.0,6.479,14,20,0.0,0.0248,
Wind Farm C,CARE-WT-35,67,cross_turbine,zscore_threshold,anomaly_event,Turbine has some issues with overpressure on the main transformer,False,2023-01-31 03:10:00+00:00,52579.0,58.868,15,149,0.063,0.0143,
Wind Farm C,CARE-WT-35,58,cross_turbine,zscore_threshold,normal_behavior,,False,2023-10-19 18:00:00+00:00,53480.0,0.0,0,1,,,0.9995
Wind Farm C,CARE-WT-35,48,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-38,81,target_specific,zscore_threshold,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",False,2023-11-18 00:50:00+00:00,52844.0,1.549,2,48,0.6037,0.1732,
Wind Farm C,CARE-WT-38,6,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-38,81,cross_turbine,zscore_threshold,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",False,2023-11-18 00:50:00+00:00,52844.0,1.549,2,51,0.6234,0.1839,
Wind Farm C,CARE-WT-38,6,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-42,91,target_specific,zscore_threshold,anomaly_event,23020 : Axis 3 not ready-to-operate,False,2023-10-21 17:30:00+00:00,54192.0,9.771,3,59,0.0093,0.0022,
Wind Farm C,CARE-WT-42,32,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-42,91,cross_turbine,zscore_threshold,anomaly_event,23020 : Axis 3 not ready-to-operate,False,2023-10-21 17:30:00+00:00,54192.0,9.771,1,30,0.0078,0.0018,
Wind Farm C,CARE-WT-42,32,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-43,33,target_specific,zscore_threshold,anomaly_event,P20_Blade3_Grease Collector missing,False,2023-08-24 14:30:00+00:00,52857.0,19.938,3,76,0.1706,0.0352,
Wind Farm C,CARE-WT-43,11,target_specific,zscore_threshold,anomaly_event,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,False,2023-10-21 16:10:00+00:00,53158.0,16.764,23,205,0.2418,0.0515,
Wind Farm C,CARE-WT-43,61,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-43,93,target_specific,zscore_threshold,normal_behavior,,False,2023-08-21 20:30:00+00:00,55612.0,0.0,7,7,,,1.0
Wind Farm C,CARE-WT-43,33,cross_turbine,zscore_threshold,anomaly_event,P20_Blade3_Grease Collector missing,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-43,11,cross_turbine,zscore_threshold,anomaly_event,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,False,2023-10-21 16:40:00+00:00,53161.0,16.743,1,31,0.0675,0.0071,
Wind Farm C,CARE-WT-43,61,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-43,93,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-44,44,target_specific,zscore_threshold,anomaly_event,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-44,75,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-44,44,cross_turbine,zscore_threshold,anomaly_event,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-44,75,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-5,89,target_specific,zscore_threshold,normal_behavior,,False,2023-03-06 01:40:00+00:00,51987.0,0.0,4,97,,,0.9657
Wind Farm C,CARE-WT-5,89,cross_turbine,zscore_threshold,normal_behavior,,False,2023-03-06 02:20:00+00:00,51991.0,0.0,4,74,,,0.9742
Wind Farm C,CARE-WT-50,55,target_specific,zscore_threshold,anomaly_event,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,False,2023-11-02 23:00:00+00:00,53493.0,12.688,1,36,0.0659,0.0194,
Wind Farm C,CARE-WT-50,8,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-50,55,cross_turbine,zscore_threshold,anomaly_event,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,False,2023-11-02 22:40:00+00:00,53491.0,12.701,2,55,0.0972,0.0297,
Wind Farm C,CARE-WT-50,8,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-52,28,target_specific,zscore_threshold,anomaly_event,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-52,39,target_specific,zscore_threshold,anomaly_event,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,False,2023-10-21 17:00:00+00:00,53304.0,1.931,4,5,0.0,0.0068,
Wind Farm C,CARE-WT-52,54,target_specific,zscore_threshold,normal_behavior,,False,2023-02-08 05:40:00+00:00,53834.0,0.0,14,320,,,0.9006
Wind Farm C,CARE-WT-52,43,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-52,28,cross_turbine,zscore_threshold,anomaly_event,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-52,39,cross_turbine,zscore_threshold,anomaly_event,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,False,2023-10-21 17:00:00+00:00,53304.0,1.931,4,5,0.0,0.0068,
Wind Farm C,CARE-WT-52,54,cross_turbine,zscore_threshold,normal_behavior,,False,2023-02-08 05:50:00+00:00,53835.0,0.0,3,227,,,0.927
Wind Farm C,CARE-WT-52,43,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-53,35,target_specific,zscore_threshold,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-53,16,target_specific,zscore_threshold,anomaly_event,WEC in failure - hub battery charger defect,False,2023-12-30 10:40:00+00:00,52480.0,6.549,56,89,0.0,0.0229,
Wind Farm C,CARE-WT-53,76,target_specific,zscore_threshold,anomaly_event,WEC in failure with pitch battery issues - rewiring,False,2023-01-11 19:50:00+00:00,51959.0,0.0,16,21,0.0,0.0,
Wind Farm C,CARE-WT-53,1,target_specific,zscore_threshold,normal_behavior,,False,2023-09-30 00:30:00+00:00,51411.0,0.0,0,7,,,0.9967
Wind Farm C,CARE-WT-53,20,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-53,60,target_specific,zscore_threshold,normal_behavior,,False,2023-02-15 10:10:00+00:00,52300.0,0.0,30,223,,,0.9217
Wind Farm C,CARE-WT-53,35,cross_turbine,zscore_threshold,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-53,16,cross_turbine,zscore_threshold,anomaly_event,WEC in failure - hub battery charger defect,False,2023-12-30 10:40:00+00:00,52480.0,6.549,61,93,0.0,0.0238,
Wind Farm C,CARE-WT-53,76,cross_turbine,zscore_threshold,anomaly_event,WEC in failure with pitch battery issues - rewiring,False,2023-01-11 19:50:00+00:00,51959.0,0.0,16,24,0.0,0.0,
Wind Farm C,CARE-WT-53,1,cross_turbine,zscore_threshold,normal_behavior,,False,2023-09-30 00:30:00+00:00,51411.0,0.0,0,6,,,0.9972
Wind Farm C,CARE-WT-53,20,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-53,60,cross_turbine,zscore_threshold,normal_behavior,,False,2023-02-15 09:00:00+00:00,52293.0,0.0,33,317,,,0.8834
Wind Farm C,CARE-WT-55,9,target_specific,zscore_threshold,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-55,88,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-55,57,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-55,9,cross_turbine,zscore_threshold,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-55,88,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-55,57,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-56,90,target_specific,zscore_threshold,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-56,63,target_specific,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
Wind Farm C,CARE-WT-56,90,cross_turbine,zscore_threshold,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,False,,,0.0,0,0,0.0,0.0,
Wind Farm C,CARE-WT-56,63,cross_turbine,zscore_threshold,normal_behavior,,False,,,0.0,0,0,,,1.0
