farm,column_name,base_sensor,statistics_type,is_numeric,is_included_native,is_included_common,common_signal_name,exclusion_reason,unit,description,is_angle,is_counter
Wind Farm C,sensor_51_avg,sensor_51,avg,True,True,False,,,bar,Hydraulic pressure azimuth memory A,False,False
Wind Farm C,sensor_51_max,sensor_51,max,True,True,False,,,bar,Hydraulic pressure azimuth memory A,False,False
Wind Farm C,sensor_51_min,sensor_51,min,True,True,False,,,bar,Hydraulic pressure azimuth memory A,False,False
Wind Farm C,sensor_51_std,sensor_51,std,True,True,False,,,bar,Hydraulic pressure azimuth memory A,False,False
Wind Farm C,sensor_52_avg,sensor_52,avg,True,True,False,,,bar,Hydraulic pressure azimuth memory B,False,False
Wind Farm C,sensor_52_max,sensor_52,max,True,True,False,,,bar,Hydraulic pressure azimuth memory B,False,False
Wind Farm C,sensor_52_min,sensor_52,min,True,True,False,,,bar,Hydraulic pressure azimuth memory B,False,False
Wind Farm C,sensor_52_std,sensor_52,std,True,True,False,,,bar,Hydraulic pressure azimuth memory B,False,False
Wind Farm C,sensor_53_avg,sensor_53,avg,True,True,False,,,bar,Hydraulic pressure locking memory ,False,False
Wind Farm C,sensor_53_max,sensor_53,max,True,True,False,,,bar,Hydraulic pressure locking memory ,False,False
Wind Farm C,sensor_53_min,sensor_53,min,True,True,False,,,bar,Hydraulic pressure locking memory ,False,False
Wind Farm C,sensor_53_std,sensor_53,std,True,True,False,,,bar,Hydraulic pressure locking memory ,False,False
Wind Farm C,sensor_54_avg,sensor_54,avg,True,True,False,,,bar,Hydraulic pressure rotor brake B,False,False
Wind Farm C,sensor_54_max,sensor_54,max,True,True,False,,,bar,Hydraulic pressure rotor brake B,False,False
Wind Farm C,sensor_54_min,sensor_54,min,True,True,False,,,bar,Hydraulic pressure rotor brake B,False,False
Wind Farm C,sensor_54_std,sensor_54,std,True,True,False,,,bar,Hydraulic pressure rotor brake B,False,False
Wind Farm C,sensor_55_avg,sensor_55,avg,True,True,False,,,bar,Hydraulic pressure rotor brake A,False,False
Wind Farm C,sensor_55_max,sensor_55,max,True,True,False,,,bar,Hydraulic pressure rotor brake A,False,False
Wind Farm C,sensor_55_min,sensor_55,min,True,True,False,,,bar,Hydraulic pressure rotor brake A,False,False
Wind Farm C,sensor_55_std,sensor_55,std,True,True,False,,,bar,Hydraulic pressure rotor brake A,False,False
Wind Farm C,sensor_56_avg,sensor_56,avg,True,True,False,,,A,"ABB-LS Input K1, IL2",False,False
Wind Farm C,sensor_56_max,sensor_56,max,True,True,False,,,A,"ABB-LS Input K1, IL2",False,False
Wind Farm C,sensor_56_min,sensor_56,min,True,True,False,,,A,"ABB-LS Input K1, IL2",False,False
Wind Farm C,sensor_56_std,sensor_56,std,True,True,False,,,A,"ABB-LS Input K1, IL2",False,False
Wind Farm C,sensor_57_avg,sensor_57,avg,True,True,False,,,A,"ABB-LS Input K1, IL3",False,False
Wind Farm C,sensor_57_max,sensor_57,max,True,True,False,,,A,"ABB-LS Input K1, IL3",False,False
Wind Farm C,sensor_57_min,sensor_57,min,True,True,False,,,A,"ABB-LS Input K1, IL3",False,False
Wind Farm C,sensor_57_std,sensor_57,std,True,True,False,,,A,"ABB-LS Input K1, IL3",False,False
Wind Farm C,sensor_58_avg,sensor_58,avg,True,True,False,,,V,"ABB-LS Input K4, UL1",False,False
Wind Farm C,sensor_58_max,sensor_58,max,True,True,False,,,V,"ABB-LS Input K4, UL1",False,False
Wind Farm C,sensor_58_min,sensor_58,min,True,True,False,,,V,"ABB-LS Input K4, UL1",False,False
Wind Farm C,sensor_58_std,sensor_58,std,True,True,False,,,V,"ABB-LS Input K4, UL1",False,False
Wind Farm C,sensor_59_avg,sensor_59,avg,True,True,False,,,V,"ABB-LS Input K4, UL2",False,False
Wind Farm C,sensor_59_max,sensor_59,max,True,True,False,,,V,"ABB-LS Input K4, UL2",False,False
Wind Farm C,sensor_59_min,sensor_59,min,True,True,False,,,V,"ABB-LS Input K4, UL2",False,False
Wind Farm C,sensor_59_std,sensor_59,std,True,True,False,,,V,"ABB-LS Input K4, UL2",False,False
Wind Farm C,sensor_60_avg,sensor_60,avg,True,True,False,,,V,"ABB-LS Input K4, UL3",False,False
Wind Farm C,sensor_60_max,sensor_60,max,True,True,False,,,V,"ABB-LS Input K4, UL3",False,False
Wind Farm C,sensor_60_min,sensor_60,min,True,True,False,,,V,"ABB-LS Input K4, UL3",False,False
Wind Farm C,sensor_60_std,sensor_60,std,True,True,False,,,V,"ABB-LS Input K4, UL3",False,False
Wind Farm C,sensor_61_avg,sensor_61,avg,True,True,False,,,bar,Nacelle air pressure,False,False
Wind Farm C,sensor_61_max,sensor_61,max,True,True,False,,,bar,Nacelle air pressure,False,False
Wind Farm C,sensor_61_min,sensor_61,min,True,True,False,,,bar,Nacelle air pressure,False,False
Wind Farm C,sensor_61_std,sensor_61,std,True,True,False,,,bar,Nacelle air pressure,False,False
Wind Farm C,sensor_62_avg,sensor_62,avg,True,True,False,,,Celsius,Temperature Axis 1,False,False
Wind Farm C,sensor_62_max,sensor_62,max,True,True,False,,,Celsius,Temperature Axis 1,False,False
Wind Farm C,sensor_62_min,sensor_62,min,True,True,False,,,Celsius,Temperature Axis 1,False,False
Wind Farm C,sensor_62_std,sensor_62,std,True,True,False,,,Celsius,Temperature Axis 1,False,False
Wind Farm C,sensor_63_avg,sensor_63,avg,True,True,False,,,Celsius,Temperature Axis 2,False,False
Wind Farm C,sensor_63_max,sensor_63,max,True,True,False,,,Celsius,Temperature Axis 2,False,False
Wind Farm C,sensor_63_min,sensor_63,min,True,True,False,,,Celsius,Temperature Axis 2,False,False
Wind Farm C,sensor_63_std,sensor_63,std,True,True,False,,,Celsius,Temperature Axis 2,False,False
Wind Farm C,sensor_64_avg,sensor_64,avg,True,True,False,,,Celsius,Temperature Axis 3,False,False
Wind Farm C,sensor_64_max,sensor_64,max,True,True,False,,,Celsius,Temperature Axis 3,False,False
Wind Farm C,sensor_64_min,sensor_64,min,True,True,False,,,Celsius,Temperature Axis 3,False,False
Wind Farm C,sensor_64_std,sensor_64,std,True,True,False,,,Celsius,Temperature Axis 3,False,False
Wind Farm C,sensor_65_avg,sensor_65,avg,True,True,False,,,Celsius,Hub temperature,False,False
Wind Farm C,sensor_65_max,sensor_65,max,True,True,False,,,Celsius,Hub temperature,False,False
Wind Farm C,sensor_65_min,sensor_65,min,True,True,False,,,Celsius,Hub temperature,False,False
Wind Farm C,sensor_65_std,sensor_65,std,True,True,False,,,Celsius,Hub temperature,False,False
Wind Farm C,sensor_66_avg,sensor_66,avg,True,True,False,,,A,Internal consumption current L1,False,False
Wind Farm C,sensor_66_max,sensor_66,max,True,True,False,,,A,Internal consumption current L1,False,False
Wind Farm C,sensor_66_min,sensor_66,min,True,True,False,,,A,Internal consumption current L1,False,False
Wind Farm C,sensor_66_std,sensor_66,std,True,True,False,,,A,Internal consumption current L1,False,False
Wind Farm C,sensor_67_avg,sensor_67,avg,True,True,False,,,A,Internal consumption current L2,False,False
Wind Farm C,sensor_67_max,sensor_67,max,True,True,False,,,A,Internal consumption current L2,False,False
Wind Farm C,sensor_67_min,sensor_67,min,True,True,False,,,A,Internal consumption current L2,False,False
Wind Farm C,sensor_67_std,sensor_67,std,True,True,False,,,A,Internal consumption current L2,False,False
Wind Farm C,sensor_68_avg,sensor_68,avg,True,True,False,,,A,Internal consumption current L3,False,False
Wind Farm C,sensor_68_max,sensor_68,max,True,True,False,,,A,Internal consumption current L3,False,False
Wind Farm C,sensor_68_min,sensor_68,min,True,True,False,,,A,Internal consumption current L3,False,False
Wind Farm C,sensor_68_std,sensor_68,std,True,True,False,,,A,Internal consumption current L3,False,False
Wind Farm C,sensor_69_avg,sensor_69,avg,True,True,False,,,kW,Internal consumption power L2,False,False
Wind Farm C,sensor_69_max,sensor_69,max,True,True,False,,,kW,Internal consumption power L2,False,False
Wind Farm C,sensor_69_min,sensor_69,min,True,True,False,,,kW,Internal consumption power L2,False,False
Wind Farm C,sensor_69_std,sensor_69,std,True,True,False,,,kW,Internal consumption power L2,False,False
Wind Farm C,sensor_70_avg,sensor_70,avg,True,True,False,,,kW,Internal consumption power L3,False,False
Wind Farm C,sensor_70_max,sensor_70,max,True,True,False,,,kW,Internal consumption power L3,False,False
Wind Farm C,sensor_70_min,sensor_70,min,True,True,False,,,kW,Internal consumption power L3,False,False
Wind Farm C,sensor_70_std,sensor_70,std,True,True,False,,,kW,Internal consumption power L3,False,False
Wind Farm C,sensor_71_avg,sensor_71,avg,True,True,False,,,V,Internal consumption voltage L1,False,False
Wind Farm C,sensor_71_max,sensor_71,max,True,True,False,,,V,Internal consumption voltage L1,False,False
Wind Farm C,sensor_71_min,sensor_71,min,True,True,False,,,V,Internal consumption voltage L1,False,False
Wind Farm C,sensor_71_std,sensor_71,std,True,True,False,,,V,Internal consumption voltage L1,False,False
Wind Farm C,sensor_72_avg,sensor_72,avg,True,True,False,,,V,Internal consumption voltage L2,False,False
Wind Farm C,sensor_72_max,sensor_72,max,True,True,False,,,V,Internal consumption voltage L2,False,False
Wind Farm C,sensor_72_min,sensor_72,min,True,True,False,,,V,Internal consumption voltage L2,False,False
Wind Farm C,sensor_72_std,sensor_72,std,True,True,False,,,V,Internal consumption voltage L2,False,False
Wind Farm C,sensor_73_avg,sensor_73,avg,True,True,False,,,V,Internal consumption voltage L3,False,False
Wind Farm C,sensor_73_max,sensor_73,max,True,True,False,,,V,Internal consumption voltage L3,False,False
Wind Farm C,sensor_73_min,sensor_73,min,True,True,False,,,V,Internal consumption voltage L3,False,False
Wind Farm C,sensor_73_std,sensor_73,std,True,True,False,,,V,Internal consumption voltage L3,False,False
Wind Farm C,sensor_74_avg,sensor_74,avg,True,True,False,,,L,Hydraulic oil tank level,False,False
Wind Farm C,sensor_74_max,sensor_74,max,True,True,False,,,L,Hydraulic oil tank level,False,False
Wind Farm C,sensor_74_min,sensor_74,min,True,True,False,,,L,Hydraulic oil tank level,False,False
Wind Farm C,sensor_74_std,sensor_74,std,True,True,False,,,L,Hydraulic oil tank level,False,False
Wind Farm C,sensor_75_avg,sensor_75,avg,True,True,False,,,kvar,Maximum reactive power HV converter,False,False
Wind Farm C,sensor_75_max,sensor_75,max,True,True,False,,,kvar,Maximum reactive power HV converter,False,False
Wind Farm C,sensor_75_min,sensor_75,min,True,True,False,,,kvar,Maximum reactive power HV converter,False,False
Wind Farm C,sensor_75_std,sensor_75,std,True,True,False,,,kvar,Maximum reactive power HV converter,False,False
Wind Farm C,sensor_76_avg,sensor_76,avg,True,True,False,,,deg,Min pitch angle,True,False
Wind Farm C,sensor_76_max,sensor_76,max,True,True,False,,,deg,Min pitch angle,True,False
Wind Farm C,sensor_76_min,sensor_76,min,True,True,False,,,deg,Min pitch angle,True,False
Wind Farm C,sensor_76_std,sensor_76,std,True,True,False,,,deg,Min pitch angle,True,False
Wind Farm C,sensor_77_avg,sensor_77,avg,True,True,False,,,A,Motor current generator cooler 1,False,False
Wind Farm C,sensor_77_max,sensor_77,max,True,True,False,,,A,Motor current generator cooler 1,False,False
Wind Farm C,sensor_77_min,sensor_77,min,True,True,False,,,A,Motor current generator cooler 1,False,False
Wind Farm C,sensor_77_std,sensor_77,std,True,True,False,,,A,Motor current generator cooler 1,False,False
Wind Farm C,sensor_78_avg,sensor_78,avg,True,True,False,,,A,Motor current generator cooler 2,False,False
Wind Farm C,sensor_78_max,sensor_78,max,True,True,False,,,A,Motor current generator cooler 2,False,False
Wind Farm C,sensor_78_min,sensor_78,min,True,True,False,,,A,Motor current generator cooler 2,False,False
Wind Farm C,sensor_78_std,sensor_78,std,True,True,False,,,A,Motor current generator cooler 2,False,False
Wind Farm C,sensor_79_avg,sensor_79,avg,True,True,False,,,A,Motor current generator cooler 3,False,False
Wind Farm C,sensor_79_max,sensor_79,max,True,True,False,,,A,Motor current generator cooler 3,False,False
Wind Farm C,sensor_79_min,sensor_79,min,True,True,False,,,A,Motor current generator cooler 3,False,False
Wind Farm C,sensor_79_std,sensor_79,std,True,True,False,,,A,Motor current generator cooler 3,False,False
Wind Farm C,sensor_80_avg,sensor_80,avg,True,True,False,,,A,Motor current generator cooler 4,False,False
Wind Farm C,sensor_80_max,sensor_80,max,True,True,False,,,A,Motor current generator cooler 4,False,False
Wind Farm C,sensor_80_min,sensor_80,min,True,True,False,,,A,Motor current generator cooler 4,False,False
Wind Farm C,sensor_80_std,sensor_80,std,True,True,False,,,A,Motor current generator cooler 4,False,False
Wind Farm C,sensor_81_avg,sensor_81,avg,True,True,False,,,A,Motor current hydraulic pump A,False,False
Wind Farm C,sensor_81_max,sensor_81,max,True,True,False,,,A,Motor current hydraulic pump A,False,False
Wind Farm C,sensor_81_min,sensor_81,min,True,True,False,,,A,Motor current hydraulic pump A,False,False
Wind Farm C,sensor_81_std,sensor_81,std,True,True,False,,,A,Motor current hydraulic pump A,False,False
Wind Farm C,sensor_82_avg,sensor_82,avg,True,True,False,,,A,Motor current hydraulic pump B,False,False
Wind Farm C,sensor_82_max,sensor_82,max,True,True,False,,,A,Motor current hydraulic pump B,False,False
Wind Farm C,sensor_82_min,sensor_82,min,True,True,False,,,A,Motor current hydraulic pump B,False,False
Wind Farm C,sensor_82_std,sensor_82,std,True,True,False,,,A,Motor current hydraulic pump B,False,False
Wind Farm C,sensor_83_avg,sensor_83,avg,True,True,False,,,A,Motor current water cooler fan 1,False,False
Wind Farm C,sensor_83_max,sensor_83,max,True,True,False,,,A,Motor current water cooler fan 1,False,False
Wind Farm C,sensor_83_min,sensor_83,min,True,True,False,,,A,Motor current water cooler fan 1,False,False
Wind Farm C,sensor_83_std,sensor_83,std,True,True,False,,,A,Motor current water cooler fan 1,False,False
Wind Farm C,sensor_84_avg,sensor_84,avg,True,True,False,,,A,Motor current water cooler fan 2,False,False
Wind Farm C,sensor_84_max,sensor_84,max,True,True,False,,,A,Motor current water cooler fan 2,False,False
Wind Farm C,sensor_84_min,sensor_84,min,True,True,False,,,A,Motor current water cooler fan 2,False,False
Wind Farm C,sensor_84_std,sensor_84,std,True,True,False,,,A,Motor current water cooler fan 2,False,False
Wind Farm C,sensor_85_avg,sensor_85,avg,True,True,False,,,A,Motor current water cooler fan 3,False,False
Wind Farm C,sensor_85_max,sensor_85,max,True,True,False,,,A,Motor current water cooler fan 3,False,False
Wind Farm C,sensor_85_min,sensor_85,min,True,True,False,,,A,Motor current water cooler fan 3,False,False
Wind Farm C,sensor_85_std,sensor_85,std,True,True,False,,,A,Motor current water cooler fan 3,False,False
Wind Farm C,sensor_86_avg,sensor_86,avg,True,True,False,,,A,Motor current water cooler fan 4,False,False
Wind Farm C,sensor_86_max,sensor_86,max,True,True,False,,,A,Motor current water cooler fan 4,False,False
Wind Farm C,sensor_86_min,sensor_86,min,True,True,False,,,A,Motor current water cooler fan 4,False,False
Wind Farm C,sensor_86_std,sensor_86,std,True,True,False,,,A,Motor current water cooler fan 4,False,False
Wind Farm C,sensor_87_avg,sensor_87,avg,True,True,False,,,A,Motor current gear oil pump A,False,False
Wind Farm C,sensor_87_max,sensor_87,max,True,True,False,,,A,Motor current gear oil pump A,False,False
Wind Farm C,sensor_87_min,sensor_87,min,True,True,False,,,A,Motor current gear oil pump A,False,False
Wind Farm C,sensor_87_std,sensor_87,std,True,True,False,,,A,Motor current gear oil pump A,False,False
Wind Farm C,sensor_88_avg,sensor_88,avg,True,True,False,,,A,Motor current gear oil pump B,False,False
Wind Farm C,sensor_88_max,sensor_88,max,True,True,False,,,A,Motor current gear oil pump B,False,False
Wind Farm C,sensor_88_min,sensor_88,min,True,True,False,,,A,Motor current gear oil pump B,False,False
Wind Farm C,sensor_88_std,sensor_88,std,True,True,False,,,A,Motor current gear oil pump B,False,False
Wind Farm C,sensor_89_avg,sensor_89,avg,True,True,False,,,A,Motor current gear oil pump C,False,False
Wind Farm C,sensor_89_max,sensor_89,max,True,True,False,,,A,Motor current gear oil pump C,False,False
Wind Farm C,sensor_89_min,sensor_89,min,True,True,False,,,A,Motor current gear oil pump C,False,False
Wind Farm C,sensor_89_std,sensor_89,std,True,True,False,,,A,Motor current gear oil pump C,False,False
Wind Farm C,sensor_90_avg,sensor_90,avg,True,True,False,,,m/s^2,Nacelle vibration longitudinal 1,False,False
Wind Farm C,sensor_90_max,sensor_90,max,True,True,False,,,m/s^2,Nacelle vibration longitudinal 1,False,False
Wind Farm C,sensor_90_min,sensor_90,min,True,True,False,,,m/s^2,Nacelle vibration longitudinal 1,False,False
Wind Farm C,sensor_90_std,sensor_90,std,True,True,False,,,m/s^2,Nacelle vibration longitudinal 1,False,False
Wind Farm C,sensor_91_avg,sensor_91,avg,True,True,False,,,m/s^2,Nacelle vibration longitudinal 2,False,False
Wind Farm C,sensor_91_max,sensor_91,max,True,True,False,,,m/s^2,Nacelle vibration longitudinal 2,False,False
Wind Farm C,sensor_91_min,sensor_91,min,True,True,False,,,m/s^2,Nacelle vibration longitudinal 2,False,False
Wind Farm C,sensor_91_std,sensor_91,std,True,True,False,,,m/s^2,Nacelle vibration longitudinal 2,False,False
Wind Farm C,sensor_92_avg,sensor_92,avg,True,True,False,,,m/s^2,Nacelle vibration transverse 1,False,False
Wind Farm C,sensor_92_max,sensor_92,max,True,True,False,,,m/s^2,Nacelle vibration transverse 1,False,False
Wind Farm C,sensor_92_min,sensor_92,min,True,True,False,,,m/s^2,Nacelle vibration transverse 1,False,False
Wind Farm C,sensor_92_std,sensor_92,std,True,True,False,,,m/s^2,Nacelle vibration transverse 1,False,False
Wind Farm C,sensor_93_avg,sensor_93,avg,True,True,False,,,m/s^2,Nacelle vibration transverse 2,False,False
Wind Farm C,sensor_93_max,sensor_93,max,True,True,False,,,m/s^2,Nacelle vibration transverse 2,False,False
Wind Farm C,sensor_93_min,sensor_93,min,True,True,False,,,m/s^2,Nacelle vibration transverse 2,False,False
Wind Farm C,sensor_93_std,sensor_93,std,True,True,False,,,m/s^2,Nacelle vibration transverse 2,False,False
Wind Farm C,sensor_94_avg,sensor_94,avg,True,True,False,,,L,gearbox oil level,False,False
Wind Farm C,sensor_94_max,sensor_94,max,True,True,False,,,L,gearbox oil level,False,False
Wind Farm C,sensor_94_min,sensor_94,min,True,True,False,,,L,gearbox oil level,False,False
Wind Farm C,sensor_94_std,sensor_94,std,True,True,False,,,L,gearbox oil level,False,False
Wind Farm C,sensor_95_avg,sensor_95,avg,True,True,False,,,bar,Pollution indicator filter pump 1,False,False
Wind Farm C,sensor_95_max,sensor_95,max,True,True,False,,,bar,Pollution indicator filter pump 1,False,False
Wind Farm C,sensor_95_min,sensor_95,min,True,True,False,,,bar,Pollution indicator filter pump 1,False,False
Wind Farm C,sensor_95_std,sensor_95,std,True,True,False,,,bar,Pollution indicator filter pump 1,False,False
Wind Farm C,sensor_96_avg,sensor_96,avg,True,True,False,,,bar,Pollution indicator filter pump 2,False,False
Wind Farm C,sensor_96_max,sensor_96,max,True,True,False,,,bar,Pollution indicator filter pump 2,False,False
Wind Farm C,sensor_96_min,sensor_96,min,True,True,False,,,bar,Pollution indicator filter pump 2,False,False
Wind Farm C,sensor_96_std,sensor_96,std,True,True,False,,,bar,Pollution indicator filter pump 2,False,False
Wind Farm C,sensor_97_avg,sensor_97,avg,True,True,False,,,bar,Pollution indicator gearbox filter A,False,False
Wind Farm C,sensor_97_max,sensor_97,max,True,True,False,,,bar,Pollution indicator gearbox filter A,False,False
Wind Farm C,sensor_97_min,sensor_97,min,True,True,False,,,bar,Pollution indicator gearbox filter A,False,False
Wind Farm C,sensor_97_std,sensor_97,std,True,True,False,,,bar,Pollution indicator gearbox filter A,False,False
Wind Farm C,sensor_98_avg,sensor_98,avg,True,True,False,,,bar,Pollution indicator gearbox filter B,False,False
Wind Farm C,sensor_98_max,sensor_98,max,True,True,False,,,bar,Pollution indicator gearbox filter B,False,False
Wind Farm C,sensor_98_min,sensor_98,min,True,True,False,,,bar,Pollution indicator gearbox filter B,False,False
Wind Farm C,sensor_98_std,sensor_98,std,True,True,False,,,bar,Pollution indicator gearbox filter B,False,False
Wind Farm C,sensor_99_avg,sensor_99,avg,True,True,False,,,bar,Pollution indicator gearbox filter C,False,False
Wind Farm C,sensor_99_max,sensor_99,max,True,True,False,,,bar,Pollution indicator gearbox filter C,False,False
Wind Farm C,sensor_99_min,sensor_99,min,True,True,False,,,bar,Pollution indicator gearbox filter C,False,False
Wind Farm C,sensor_99_std,sensor_99,std,True,True,False,,,bar,Pollution indicator gearbox filter C,False,False
Wind Farm C,sensor_100_avg,sensor_100,avg,True,True,False,,,deg,Position motor axis 1,True,False
Wind Farm C,sensor_100_max,sensor_100,max,True,True,False,,,deg,Position motor axis 1,True,False
Wind Farm C,sensor_100_min,sensor_100,min,True,True,False,,,deg,Position motor axis 1,True,False
Wind Farm C,sensor_100_std,sensor_100,std,True,True,False,,,deg,Position motor axis 1,True,False
Wind Farm C,sensor_101_avg,sensor_101,avg,True,True,False,,,deg,Position motor axis 2,True,False
Wind Farm C,sensor_101_max,sensor_101,max,True,True,False,,,deg,Position motor axis 2,True,False
Wind Farm C,sensor_101_min,sensor_101,min,True,True,False,,,deg,Position motor axis 2,True,False
Wind Farm C,sensor_101_std,sensor_101,std,True,True,False,,,deg,Position motor axis 2,True,False
Wind Farm C,sensor_102_avg,sensor_102,avg,True,True,False,,,deg,Position motor axis 3,True,False
Wind Farm C,sensor_102_max,sensor_102,max,True,True,False,,,deg,Position motor axis 3,True,False
Wind Farm C,sensor_102_min,sensor_102,min,True,True,False,,,deg,Position motor axis 3,True,False
Wind Farm C,sensor_102_std,sensor_102,std,True,True,False,,,deg,Position motor axis 3,True,False
Wind Farm C,sensor_103_avg,sensor_103,avg,True,True,False,,,deg,Position rotor blade axis 1,True,False
Wind Farm C,sensor_103_max,sensor_103,max,True,True,False,,,deg,Position rotor blade axis 1,True,False
Wind Farm C,sensor_103_min,sensor_103,min,True,True,False,,,deg,Position rotor blade axis 1,True,False
Wind Farm C,sensor_103_std,sensor_103,std,True,True,False,,,deg,Position rotor blade axis 1,True,False
Wind Farm C,sensor_104_avg,sensor_104,avg,True,True,False,,,deg,Position rotor blade axis 2,True,False
Wind Farm C,sensor_104_max,sensor_104,max,True,True,False,,,deg,Position rotor blade axis 2,True,False
Wind Farm C,sensor_104_min,sensor_104,min,True,True,False,,,deg,Position rotor blade axis 2,True,False
Wind Farm C,sensor_104_std,sensor_104,std,True,True,False,,,deg,Position rotor blade axis 2,True,False
Wind Farm C,sensor_105_avg,sensor_105,avg,True,True,False,,,deg,Position rotor blade axis 3,True,False
Wind Farm C,sensor_105_max,sensor_105,max,True,True,False,,,deg,Position rotor blade axis 3,True,False
Wind Farm C,sensor_105_min,sensor_105,min,True,True,False,,,deg,Position rotor blade axis 3,True,False
Wind Farm C,sensor_105_std,sensor_105,std,True,True,False,,,deg,Position rotor blade axis 3,True,False
Wind Farm C,sensor_106_avg,sensor_106,avg,True,True,False,,,%,RM position bypass valve gearbox radiator,False,False
Wind Farm C,sensor_106_max,sensor_106,max,True,True,False,,,%,RM position bypass valve gearbox radiator,False,False
Wind Farm C,sensor_106_min,sensor_106,min,True,True,False,,,%,RM position bypass valve gearbox radiator,False,False
Wind Farm C,sensor_106_std,sensor_106,std,True,True,False,,,%,RM position bypass valve gearbox radiator,False,False
Wind Farm C,sensor_107_avg,sensor_107,avg,True,True,False,,,kW,Internal consumption,False,False
Wind Farm C,sensor_108_avg,sensor_108,avg,True,True,False,,,kW,Internal consumption power L1,False,False
Wind Farm C,sensor_108_max,sensor_108,max,True,True,False,,,kW,Internal consumption power L1,False,False
Wind Farm C,sensor_108_min,sensor_108,min,True,True,False,,,kW,Internal consumption power L1,False,False
Wind Farm C,sensor_108_std,sensor_108,std,True,True,False,,,kW,Internal consumption power L1,False,False
Wind Farm C,sensor_107_max,sensor_107,max,True,True,False,,,kW,Internal consumption,False,False
Wind Farm C,sensor_107_min,sensor_107,min,True,True,False,,,kW,Internal consumption,False,False
Wind Farm C,sensor_107_std,sensor_107,std,True,True,False,,,kW,Internal consumption,False,False
Wind Farm C,sensor_109_avg,sensor_109,avg,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 1,False,False
Wind Farm C,sensor_109_max,sensor_109,max,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 1,False,False
Wind Farm C,sensor_109_min,sensor_109,min,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 1,False,False
Wind Farm C,sensor_109_std,sensor_109,std,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 1,False,False
Wind Farm C,sensor_110_avg,sensor_110,avg,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 2,False,False
Wind Farm C,sensor_110_max,sensor_110,max,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 2,False,False
Wind Farm C,sensor_110_min,sensor_110,min,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 2,False,False
Wind Farm C,sensor_110_std,sensor_110,std,True,True,False,,,Pa,Pressure difference aeration 1st filter stage 2,False,False
Wind Farm C,sensor_111_avg,sensor_111,avg,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 1,False,False
Wind Farm C,sensor_111_max,sensor_111,max,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 1,False,False
Wind Farm C,sensor_111_min,sensor_111,min,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 1,False,False
Wind Farm C,sensor_111_std,sensor_111,std,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 1,False,False
Wind Farm C,sensor_112_avg,sensor_112,avg,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 2,False,False
Wind Farm C,sensor_112_max,sensor_112,max,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 2,False,False
Wind Farm C,sensor_112_min,sensor_112,min,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 2,False,False
Wind Farm C,sensor_112_std,sensor_112,std,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage A 2,False,False
Wind Farm C,sensor_113_avg,sensor_113,avg,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 1,False,False
Wind Farm C,sensor_113_max,sensor_113,max,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 1,False,False
Wind Farm C,sensor_113_min,sensor_113,min,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 1,False,False
Wind Farm C,sensor_113_std,sensor_113,std,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 1,False,False
Wind Farm C,sensor_114_avg,sensor_114,avg,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 2,False,False
Wind Farm C,sensor_114_max,sensor_114,max,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 2,False,False
Wind Farm C,sensor_114_min,sensor_114,min,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 2,False,False
Wind Farm C,sensor_114_std,sensor_114,std,True,True,False,,,Pa,Pressure difference aeration 2nd filter stage B 2,False,False
Wind Farm C,sensor_115_avg,sensor_115,avg,True,True,False,,,Pa,Pressure difference spinner 1,False,False
Wind Farm C,sensor_115_max,sensor_115,max,True,True,False,,,Pa,Pressure difference spinner 1,False,False
Wind Farm C,sensor_115_min,sensor_115,min,True,True,False,,,Pa,Pressure difference spinner 1,False,False
Wind Farm C,sensor_115_std,sensor_115,std,True,True,False,,,Pa,Pressure difference spinner 1,False,False
Wind Farm C,sensor_116_avg,sensor_116,avg,True,True,False,,,Pa,Pressure difference spinner 2,False,False
Wind Farm C,sensor_116_max,sensor_116,max,True,True,False,,,Pa,Pressure difference spinner 2,False,False
Wind Farm C,sensor_116_min,sensor_116,min,True,True,False,,,Pa,Pressure difference spinner 2,False,False
Wind Farm C,sensor_116_std,sensor_116,std,True,True,False,,,Pa,Pressure difference spinner 2,False,False
